symbol_in,symbol_out,chain,sc_in,des_in,sc_out,des_out,status,CEX_GATE,CEX_BINANCE,CEX_MEXC,CEX_KUCOIN,CEX_BITGET,CEX_BYBIT,CEX_INDODAX,DEX_KYBER,DEX_0X,DEX_ODOS,DEX_OKX,DEX_1INCH,DEX_PARASWAP
KERNEL,USDT,bsc,0x9ecaf80c1303cca8791afbc0ad405c8a35e8d9f1,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
DOGE,USDT,bsc,0xba2ae424d960c26247dd6c32edc70b295c744c43,8,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
BAT,USDT,bsc,0x101d82428437127bf1608f699cd651e6abf9766e,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
AXL,USDT,bsc,0x8b1f4432f943c465a973fedc6d7aa50fc96f1f65,6,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
HYPER,USDT,bsc,0xc9d23ed2adb0f551369946bd377f8644ce1ca5c4,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
SAND,USDT,bsc,0x67b725d7e342d7b611fa85e859df9697d9378b2e,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
PERP,USDT,bsc,0x4e7f408be2d4e9d60f49a64b89bb619c84c7c6f5,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
MANA,USDT,bsc,0x26433c8127d9b4e9b71eaa15111df99ea2eeb2f8,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
HEI,USDT,bsc,0xf8f173e20e15f3b6cb686fb64724d370689de083,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
ZKC,USDT,bsc,0x15247e6e23d3923a853ccf15940a20ccdf16e94a,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
FET,USDT,bsc,0x031b41e504677879370e9dbcf937283a8691fa7f,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
THE,USDT,bsc,0xf4c8e32eadec4bfe97e0f595add0f4450a863a11,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
BEL,USDT,bsc,0x8443f091997f06a61670b735ed92734f5628692f,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
FLOW,USDT,bsc,0xc943c5320b9c18c153d1e2d12cc3074bebfb31a2,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
KNC,USDT,bsc,0xfe56d5892bdffc7bf58f2e84be1b2c32d21c308b,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
ACE,USDT,bsc,0xc27a719105a987b4c34116223cae8bd8f4b5def4,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
LISTA,USDT,bsc,0xfceb31a79f71ac9cbdcf853519c1b12d379edc46,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
MIRA,USDT,bsc,0x7839fbfd09dae4d0f15bfb36b8f16f7898fbe684,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
XLM,USDT,bsc,0x43c934a845205f0b514417d757d7235b8f53f1b9,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
HIGH,USDT,bsc,0x5f4bde007dc06b867f86ebfe4802e34a1ffeed63,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
TRX,USDT,bsc,0xce7de646e7208a4ef112cb6ed5038fa6cc6b12e3,6,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
OPEN,USDT,bsc,0xa227cc36938f0c9e09ce0e64dfab226cad739447,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
NXPC,USDT,bsc,0xf2b51cc1850fed939658317a22d73d3482767591,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
LA,USDT,bsc,0x389ad4bb96d0d6ee5b6ef0efaf4b7db0ba2e02a0,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
ALICE,USDT,bsc,0xac51066d7bec65dc4589368da368b212745d63e8,6,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
AVA,USDT,bsc,0xd9483ea7214fcfd89b4fb8f513b544920e315a52,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
CTK,USDT,bsc,0xa8c2b8eec3d368c0253ad3dae65a5f2bbb89c929,6,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
SFP,USDT,bsc,0xd41fdb03ba84762dd66a0af1a6c8540ff1ba5dfb,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
ERA,USDT,bsc,0x00312400303d02c323295f6e8b7309bc30fb6bce,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
APE,USDT,bsc,0xc762043e211571eb34f1ef377e5e8e76914962f9,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
DIA,USDT,bsc,0x99956d38059cf7beda96ec91aa7bb2477e0901dd,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
XPL,USDT,bsc,0x405fbc9004d857903bfd6b3357792d71a50726b0,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
SOMI,USDT,bsc,0xa9616e5e23ec1582c2828b025becf3ef610e266f,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
SUSHI,USDT,bsc,0x947950bcc74888a40ffa2593c5798f11fc9124c4,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
BAND,USDT,bsc,0xad6caeb32cd2c308980a548bd0bc5aa4306c6c18,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
PHB,USDT,bsc,0x0409633a72d846fc5bbe2f98d88564d35987904d,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
BNT,USDT,bsc,0xa069008a669e2af00a86673d9d584cfb524a42cc,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
XTZ,USDT,bsc,0x16939ef78684453bfdfb47825f8a5f714f12623a,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
BARD,USDT,bsc,0xd23a186a78c0b3b805505e5f8ea4083295ef9f3a,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
ADA,USDT,bsc,0x3ee2200efb3400fabb9aacf31297cbdd1d435d47,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
PROVE,USDT,bsc,0x7ddf164cecfddd0f992299d033b5a11279a15929,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
CITY,USDT,bsc,0x4e7e8579a9edc6283011be942537baf9284bebe1,2,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
FORM,USDT,bsc,0x5b73a93b4e5e4f1fd27d8b3f8c97d69908b5e284,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
MASK,USDT,bsc,0x2ed9a5c8c13b93955103b9a7c167b67ef4d568a3,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
ALPINE,USDT,bsc,0x287880ea252b52b63cc5f40a2d3e5a44aa665a76,8,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
LAZIO,USDT,bsc,0x77d547256a2cd95f32f67ae0313e450ac200648d,8,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
TUSD,USDT,bsc,0x40af3827f39d0eacbf4a168f8d4ee67c121d11c9,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
USDE,USDT,bsc,0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
USDP,USDT,bsc,0xb3c11196a4f3b1da7c23d9fb0a3dde9c6340934f,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
USDC,USDT,bsc,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
XUSD,USDT,bsc,0xf81ac2e1a0373dde1bce01e2fe694a9b7e3bfcb9,6,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
USD1,USDT,bsc,0x8d0d000ee44948fc98c9b98a4fa4921476f08b0d,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
PORTO,USDT,bsc,0x49f2145d6366099e13b10fbf80646c0f377ee7f6,8,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
CYBER,USDT,bsc,0x14778860e937f509e651192a90589de711fb88a9,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
ASTER,USDT,bsc,0x000ae314e2a2172a039b26378814c252734f556a,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
EURI,USDT,bsc,0x9d1a7a3191102e9f900faa10540837ba84dcbae7,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
FXS,USDT,bsc,0xde2f075f6f14eb9d96755b24e416a53e736ca363,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
TWT,USDT,bsc,0x4b0f1812e5df2a09796481ff14017e6005508003,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
SANTOS,USDT,bsc,0xa64455a4553c9034236734faddaddbb64ace4cc7,8,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
SNX,USDT,bsc,0x9ac983826058b8a9c7aa1c9171441191232e8404,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
DEGO,USDT,bsc,0x3da932456d082cba208feb0b096d49b202bf89c8,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
FIL,USDT,bsc,0x0d8ce2a99bb6e3b7db580ed848240e4a0f9ae153,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
AXS,USDT,bsc,0x715d400f88c167884bbcc41c5fea407ed4d2f8a0,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
ZRO,USDT,bsc,0x6985884c4392d348587b19cb9eaaf157f13271cd,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
0G,USDT,bsc,0x4b948d64de1f71fcd12fb586f4c776421a35b3ee,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
NEAR,USDT,bsc,0x1fa4a73a3f0133f0025378af00236f3abdee5d63,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
XRP,USDT,bsc,0x1d2f0da169ceb9fc7b3144628db156f3f6c60dbe,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
SUI,USDT,bsc,0xd57f2e190c11cffc667aa5ad026cd4c8de0772a7,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
CAKE,USDT,bsc,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
DOT,USDT,bsc,0x7083609fce4d1d8dc0c979aab8c869ea2c873402,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
ATOM,USDT,bsc,0x0eb3a705fc54725037cc9e008bdede697f62f335,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
PENDLE,USDT,bsc,0xb3ed0a426155b79b898849803e3b36552f7ed507,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
XVS,USDT,bsc,0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
UNI,USDT,bsc,0xbf5140a22578168fd562dccf235e5d43a02ce9b1,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
AUCTION,USDT,bsc,0x1188d953afc697c031851169eef640f23ac8529c,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
DEXE,USDT,bsc,0x6e88056e8376ae7709496ba64d37fa2f8015ce3e,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
INJ,USDT,bsc,0xa2b726b1145a4773f68593cf171187d8ebe4d495,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
EGLD,USDT,bsc,0xbf7c81fff98bbe61b40ed186e4afd6ddd01337fe,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
PROM,USDT,bsc,0xaf53d56ff99f1322515e54fdde93ff8b3b7dafd5,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
KSM,USDT,bsc,0x2aa69e8d25c045b659787bc1f03ce47a388db6e8,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
ILV,USDT,bsc,0x4d5ac5cc4f8abdf2ec2cb986c00c382369f787d4,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
ETC,USDT,bsc,0x3d6545b08693dae087e957cb1180ee38b9e3c25e,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
LINK,USDT,bsc,0xf8a0bf9cf54bb92f17374d9e9a321e6a111a51bd,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
AVAX,USDT,bsc,0x1ce0c2827e2ef14d5c4f29a091d735a204794041,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
COMP,USDT,bsc,0x52ce071bd9b1c4b00a0b92d298c512478cad67e8,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
LTC,USDT,bsc,0x4338665cbb7b2485a8855a139b75d5e34ab0db94,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
SOL,USDT,bsc,0x570a5d26f7765ecb712c0924e4de545b89fd43df,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
AAVE,USDT,bsc,0xfb6115445bff7b52feb98650c87f44907e58f802,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
ZEC,USDT,bsc,0x1ba42e5193dfa8b03d15dd1b86a3113bbbef8eeb,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
BCH,USDT,bsc,0x8ff795a6f4d97e7887c79bea79aba5cc76444adf,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
ETH,USDT,bsc,0x2170ed0880ac9a755fd29b2688956bd959f933f8,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
WBETH,USDT,bsc,0xa2e3356610840701bdf5611a53974510ae27e2e1,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
YFI,USDT,bsc,0x88f1a5ae2a3bf98aeaf342d26b30a79438c9142e,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
BTC,USDT,bsc,0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
CAKE,1INCH,bsc,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,18,0x111111111117dc0aa78b770fa6a738034120c302,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
LINK,AAVE,bsc,0xf8a0bf9cf54bb92f17374d9e9a321e6a111a51bd,18,0xfb6115445bff7b52feb98650c87f44907e58f802,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
LINK,ADA,bsc,0xF8A0BF9cF54Bb92F17374d9e9A321E6a111a51bD,18,0x3EE2200Efb3400fAbB9AacF31297cBdD1d435D47,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
ZIL,ADA,bsc,0xb86abcb37c3a4b64f74f59301aff131a1becc787,12,0x3ee2200efb3400fabb9aacf31297cbdd1d435d47,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
CAKE,ALICE,bsc,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,18,0xac51066d7bec65dc4589368da368b212745d63e8,6,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
CAKE,ARPA,bsc,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,18,0x6f769e65c14ebd1f68817f5f1dcdb61cfa2d6f7e,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
ALICE,BAKE,bsc,0xac51066d7bec65dc4589368da368b212745d63e8,6,0xe02df9e3e622debdd69fb838bb799e3f168902c5,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
BAT,BAKE,bsc,0x101d82428437127bf1608f699cd651e6abf9766e,18,0xe02df9e3e622debdd69fb838bb799e3f168902c5,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
